Ticket_ID,Open_Date,Close_Date,Category,Subcategory,Severity,Priority_Score,Department,Requesting_User,Affected_Node,Affected_Component,Affected_Subcomponent,Description,Resolution,Downtime_Hours,Root_Cause,Escalated,Escalation_Level,SLA_Met,Vendor_Ticket,Cost_Parts,Cost_Labor,Cost_Total,Follow_Up_Required,Related_Tickets,Response_Time_Min,Resolution_Time_Hr,Response_SLA_Met,Resolution_SLA_Met,Priority,Response_Min,Resolution_Hr
TKT-00922,2025-07-12 00:00,2025-07-21 00:00,Consultation,Benchmark_Request,P3,357,Earth Sciences,user039,hpc-gpu-068,Scheduler,Benchmark Request,"User user095 from Engineering submitted P3 incident for benchmark request. Affected system: hpc-cpu-019, component: Scheduler. Job ID 9022041 failed after 51 hours of execution. Error log analysis shows filesystem I/O error. Preliminary investigation: reviewing system logs.",Issue resolved via permission adjustment. Verification: service restored to normal operation.,0.0,hardware_wear,No,L1,No,,0,0,0,Schedule follow-up,,185,16.6,Yes,No,P4,791,135.8
TKT-00932,2025-06-02 00:00,2025-06-10 00:00,Consultation,Code_Review,P3,427,Earth Sciences,user021,hpc-gpu-034,OS,Code Review,"User user008 from Biology submitted P3 incident for code review. Affected system: hpc-gpu-002, component: OS. Job ID 7600829 produced incorrect results after 42 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: reviewing system logs.",Issue resolved via component replacement. Verification: node health check passed.,0.0,security_event,No,L1,Yes,,0,0,0,Schedule follow-up,,223,9.9,Yes,Yes,P4,570,57.3
TKT-00941,2025-05-23 00:00,2025-06-07 00:00,Security,Certificate_Renewal,P4,184,Mathematics,user063,hpc-gpu-019,OS,Certificate Renewal,"User user048 from Mathematics submitted P4 incident for certificate renewal. Affected system: hpc-gpu-046, component: OS. Job ID 4255855 crashed after 7 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: scheduling diagnostic run.",Issue resolved via permission adjustment. Verification: benchmark validation completed.,0.0,software_bug,No,L1,No,,0,0,0,,,518,35.4,No,Yes,P4,557,54.3
TKT-00951,2025-03-03 00:00,2025-03-11 00:00,Hardware_Failure,Backplane,P3,440,Engineering,user104,login-001,Fan,Backplane,Hardware Failure incident reported via phone. Automated monitoring triggered alert for backplane on hpc-gpu-060. Impact assessment: multiple users in department affected. Initial diagnosis indicates capacity limitation. Prometheus alert: lustre_ost_full.,Issue resolved via software patch. Verification: node health check passed.,19.4,environmental,No,L1,Yes,,15500,502,16002,Vendor review,,124,6.7,Yes,Yes,P4,895,35.5
TKT-00961,2025-03-21 00:00,2025-03-22 00:00,Account_Management,Graduation_Deactivation,P4,199,Medical Research,user099,hpc-gpu-037,Scheduler,Graduation Deactivation,"User user047 from Earth Sciences submitted P4 incident for graduation deactivation. Affected system: hpc-cpu-021, component: Scheduler. Job ID 1629816 failed after 1 hours of execution. Error log analysis shows MPI abort. Preliminary investigation: checking node health metrics.",Issue resolved via system reboot. Verification: benchmark validation completed.,0.0,environmental,No,L1,Yes,,0,0,0,,,385,39.5,Yes,Yes,P4,1375,47.1
TKT-00970,2025-05-08 00:00,2025-05-08 00:00,Performance,CPU_Contention,P3,351,Earth Sciences,user003,hpc-gpu-095,Network_HCA,CPU Contention,Performance incident reported via email. Automated monitoring confirmed cpu contention on hpc-cpu-028. Impact assessment: multiple users in department affected. Initial diagnosis indicates environmental factor. Prometheus alert: memory_pressure.,Issue resolved via quota increase. Verification: benchmark validation completed.,4.1,security_event,No,L1,No,,0,0,0,Schedule follow-up,,136,16.4,Yes,No,P4,1338,100.8
TKT-00975,2025-09-02 00:00,2025-09-02 00:00,Consultation,Scaling_Advice,P3,354,Chemistry,user013,hpc-gpu-027,Filesystem,Scaling Advice,"User user058 from Earth Sciences submitted P3 incident for scaling advice. Affected system: hpc-gpu-010, component: Filesystem. Job ID 9636518 produced incorrect results after 1 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: checking node health metrics.",Issue resolved via configuration update. Verification: user confirmed resolution.,0.0,capacity_limit,No,L1,No,,0,0,0,Monitor 30 days,,144,19.0,Yes,No,P1,27,6.5
TKT-00981,2025-06-02 00:00,2025-06-12 00:00,Security,Certificate_Renewal,P4,165,Mathematics,user119,hpc-gpu-059,NVMe,Certificate Renewal,Security incident reported via web portal. Automated monitoring triggered alert for certificate renewal on hpc-gpu-008. Impact assessment: multiple users in department affected. Initial diagnosis indicates user error. Prometheus alert: memory_pressure.,Issue resolved via software patch. Verification: service restored to normal operation.,0.0,capacity_limit,No,L1,Yes,,0,0,0,Schedule follow-up,,328,14.9,Yes,Yes,P4,916,65.6
TKT-00990,2025-05-30 00:00,2025-06-05 00:00,Storage,Quota_Exceeded,P3,421,Biology,user086,hpc-gpu-017,GPU,Quota Exceeded,"User user072 from Physics submitted P3 incident for quota exceeded. Affected system: hpc-gpu-062, component: GPU. Job ID 3087253 failed after 68 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: consulting with vendor.",Issue resolved via system reboot. Verification: node health check passed.,0.0,planned_change,No,L1,Yes,,0,0,0,Vendor review,,108,9.8,Yes,Yes,P4,909,113.4
TKT-01000,2025-04-26 00:00,2025-04-30 00:00,Performance,Thermal_Throttle,P4,190,Physics,user017,hpc-gpu-008,Account,Thermal Throttle,"User user029 from Chemistry submitted P4 incident for thermal throttle. Affected system: hpc-gpu-064, component: Account. Job ID 4658637 failed after 11 hours of execution. Error log analysis shows NCCL timeout. Preliminary investigation: scheduling diagnostic run.",Issue resolved via component replacement. Verification: benchmark validation completed.,4.3,capacity_limit,No,L1,No,,0,0,0,Schedule follow-up,,191,40.4,Yes,No,P4,197,163.2
TKT-01009,2025-10-04 00:00,2025-10-15 00:00,Hardware_Failure,Backplane,P4,175,Medical Research,user064,hpc-gpu-018,PSU,Backplane,"User user007 from Chemistry submitted P4 incident for backplane. Affected system: hpc-gpu-025, component: PSU. Job ID 5781423 crashed after 9 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: consulting with vendor.",Issue resolved via configuration update. Verification: node health check passed.,3.4,security_event,No,L1,Yes,,15500,1344,16844,Schedule follow-up,,443,18.0,Yes,Yes,P4,419,113.9
TKT-01019,2025-07-12 00:00,2025-07-14 00:00,Software_Issue,Container_Runtime,P4,182,Mathematics,user051,hpc-gpu-011,OS,Container Runtime,Software Issue incident reported via Slack. Automated monitoring confirmed container runtime on hpc-cpu-015. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates capacity limitation. Prometheus alert: lustre_ost_full.,Issue resolved via escalation to vendor. Verification: benchmark validation completed.,0.0,firmware_incompatibility,No,L1,No,,0,0,0,Vendor review,,449,47.8,Yes,No,P4,1268,119.5
TKT-01028,2025-12-07 00:00,2025-12-12 00:00,Hardware_Failure,Backplane,P3,447,Earth Sciences,user104,hpc-cpu-027,Application,Backplane,"User user103 from Physics submitted P3 incident for backplane. Affected system: hpc-gpu-012, component: Application. Job ID 6773021 hung after 6 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: reviewing system logs.",Issue resolved via quota increase. Verification: service restored to normal operation.,20.0,config_drift,No,L1,Yes,,420,747,1167,Schedule follow-up,,98,9.3,Yes,Yes,P4,839,101.7
TKT-01038,2025-11-15 00:00,2025-11-24 00:00,Consultation,Software_Selection,P3,412,Medical Research,user007,hpc-gpu-062,Application,Software Selection,Consultation incident reported via Slack. Automated monitoring confirmed software selection on hpc-gpu-045. Impact assessment: single user affected. Initial diagnosis indicates environmental factor. Prometheus alert: memory_pressure.,Issue resolved via escalation to vendor. Verification: benchmark validation completed.,0.0,config_drift,No,L1,No,,0,0,0,Vendor review,,264,12.8,No,Yes,P4,344,139.7
TKT-01048,2025-04-15 00:00,2025-05-02 00:00,Access_Request,New_Account,P4,198,Computer Science,user041,hpc-gpu-048,GPU,New Account,Access Request incident reported via Slack. Automated monitoring triggered alert for new account on hpc-gpu-036. Impact assessment: single user affected. Initial diagnosis indicates environmental factor. Prometheus alert: network_errors.,Issue resolved via job resubmission. Verification: service restored to normal operation.,0.0,capacity_limit,No,L1,Yes,,0,0,0,Monitor 30 days,,343,32.0,Yes,Yes,P4,1138,53.8
TKT-01057,2025-04-09 00:00,2025-04-09 00:00,Training,Slurm_Usage,P3,366,Physics,user025,hpc-gpu-020,GPU,Slurm Usage,Training incident reported via Slack. Automated monitoring confirmed slurm usage on storage-003. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates environmental factor. Prometheus alert: gpu_temp_critical.,Issue resolved via system reboot. Verification: monitoring alerts cleared.,0.0,software_bug,No,L1,No,,0,0,0,,,246,8.4,No,Yes,P4,407,133.3
TKT-01067,2025-11-19 00:00,2025-11-22 00:00,Network,Cable_Replacement,P2,667,Biology,user082,hpc-gpu-031,Memory,Cable Replacement,"User user105 from Mathematics submitted P2 incident for cable replacement. Affected system: hpc-cpu-020, component: Memory. Job ID 2341754 crashed after 64 hours of execution. Error log analysis shows OOM kill. Preliminary investigation: scheduling diagnostic run.",Issue resolved via permission adjustment. Verification: monitoring alerts cleared.,1.1,user_error,Yes,L3,Yes,,0,121,121,Schedule follow-up,,49,3.0,Yes,Yes,P4,325,111.3
TKT-01076,2025-01-04 00:00,2025-01-14 00:00,Performance,CPU_Contention,P4,246,Medical Research,user059,hpc-gpu-042,Account,CPU Contention,"User user063 from Medical Research submitted P4 incident for cpu contention. Affected system: hpc-gpu-020, component: Account. Job ID 7002653 failed after 70 hours of execution. Error log analysis shows segfault. Preliminary investigation: consulting with vendor.",Issue resolved via system reboot. Verification: benchmark validation completed.,10.9,config_drift,No,L1,Yes,,0,0,0,Vendor review,,378,28.0,Yes,Yes,P4,1284,61.1
TKT-01086,2025-07-12 00:00,2025-07-14 00:00,Performance,Thermal_Throttle,P4,213,Physics,user038,hpc-cpu-006,Security,Thermal Throttle,Performance incident reported via web portal. Automated monitoring triggered alert for thermal throttle on hpc-gpu-083. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates hardware wear. Prometheus alert: gpu_temp_critical.,Issue resolved via quota increase. Verification: service restored to normal operation.,11.7,environmental,No,L1,Yes,,0,0,0,,,140,15.4,Yes,Yes,P4,657,137.7
TKT-01095,2025-06-18 00:00,2025-07-06 00:00,Access_Request,New_Account,P4,159,Mathematics,user089,hpc-cpu-025,Fan,New Account,"User user111 from Medical Research submitted P4 incident for new account. Affected system: hpc-gpu-043, component: Fan. Job ID 6355304 timed out after 4 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: checking node health metrics.",Issue resolved via permission adjustment. Verification: node health check passed.,0.0,config_drift,No,L1,No,,0,0,0,Schedule follow-up,,528,20.1,No,Yes,P4,1297,155.8
TKT-01105,2025-10-25 00:00,2025-10-30 00:00,Hardware_Failure,Cable_Fault,P3,404,Chemistry,user061,hpc-gpu-062,OS,Cable Fault,Hardware Failure incident reported via phone. Automated monitoring triggered alert for cable fault on hpc-gpu-005. Impact assessment: single user affected. Initial diagnosis indicates software misconfiguration. Prometheus alert: lustre_ost_full.,Issue resolved via permission adjustment. Verification: node health check passed.,6.8,software_bug,No,L1,No,,1200,494,1694,Schedule follow-up,,143,19.8,Yes,No,P4,641,118.0
TKT-01114,2025-10-17 00:00,2025-10-19 00:00,Hardware_Failure,Memory_DIMM,P4,241,Engineering,user009,hpc-cpu-013,Memory,Memory DIMM,Hardware Failure incident reported via Slack. Automated monitoring triggered alert for memory dimm on hpc-gpu-041. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates software misconfiguration. Prometheus alert: memory_pressure.,Issue resolved via system reboot. Verification: node health check passed.,8.8,capacity_limit,No,L1,No,NXG-SR-145456,1200,1682,2882,Vendor review,,257,40.6,Yes,No,P4,1042,46.8
TKT-01124,2025-07-29 00:00,2025-08-08 00:00,Consultation,Scaling_Advice,P4,168,Medical Research,user047,hpc-gpu-077,Other,Scaling Advice,Consultation incident reported via phone. Automated monitoring triggered alert for scaling advice on hpc-gpu-087. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates environmental factor. Prometheus alert: gpu_temp_critical.,Issue resolved via quota increase. Verification: benchmark validation completed.,0.0,config_drift,No,L1,No,,0,0,0,Schedule follow-up,,522,38.2,No,Yes,P4,1197,77.3
TKT-01134,2025-11-23 00:00,2025-12-07 00:00,Training,Container_Workshop,P4,162,Earth Sciences,user058,hpc-gpu-085,Fan,Container Workshop,"User user012 from Biology submitted P4 incident for container workshop. Affected system: hpc-cpu-021, component: Fan. Job ID 2002590 hung after 3 hours of execution. Error log analysis shows filesystem I/O error. Preliminary investigation: scheduling diagnostic run.",Issue resolved via escalation to vendor. Verification: user confirmed resolution.,0.0,security_event,No,L1,Yes,,0,0,0,Monitor 30 days,,310,28.8,Yes,Yes,P4,363,142.7
TKT-01143,2025-03-31 00:00,2025-04-15 00:00,Hardware_Failure,NVMe_Drive,P4,243,Medical Research,user098,hpc-gpu-009,NVMe,NVMe Drive,"User user118 from Biology submitted P4 incident for nvme drive. Affected system: hpc-gpu-077, component: NVMe. Job ID 1194173 failed after 12 hours of execution. Error log analysis shows segfault. Preliminary investigation: consulting with vendor.",Issue resolved via component replacement. Verification: service restored to normal operation.,19.5,hardware_wear,No,L1,Yes,NXG-SR-671086,420,1618,2038,Monitor 30 days,,421,8.3,Yes,Yes,P4,649,126.5
TKT-01153,2025-10-06 00:00,2025-10-13 00:00,Hardware_Failure,BMC_Issue,P3,446,Mathematics,user054,storage-002,Fan,BMC Issue,"User user044 from Computer Science submitted P3 incident for bmc issue. Affected system: hpc-gpu-081, component: Fan. Job ID 6857037 produced incorrect results after 17 hours of execution. Error log analysis shows segfault. Preliminary investigation: scheduling diagnostic run.",Issue resolved via component replacement. Verification: node health check passed.,11.8,planned_change,No,L1,Yes,,15500,1266,16766,Schedule follow-up,,169,4.3,Yes,Yes,P4,1344,134.2
TKT-01162,2025-01-28 00:00,2025-02-16 00:00,Hardware_Failure,PSU_Failure,P4,188,Biology,user032,storage-003,Fan,PSU Failure,Hardware Failure incident reported via email. Automated monitoring confirmed psu failure on hpc-gpu-011. Impact assessment: single user affected. Initial diagnosis indicates capacity limitation. Prometheus alert: memory_pressure.,Issue resolved via permission adjustment. Verification: node health check passed.,24.0,firmware_incompatibility,No,L1,Yes,,1800,665,2465,,,265,22.8,Yes,Yes,P4,300,131.6
TKT-01172,2025-03-10 00:00,2025-03-19 00:00,Security,Policy_Violation,P3,385,Earth Sciences,user014,hpc-gpu-068,OS,Policy Violation,"User user060 from Engineering submitted P3 incident for policy violation. Affected system: hpc-gpu-074, component: OS. Job ID 1678387 hung after 24 hours of execution. Error log analysis shows authentication failure. Preliminary investigation: consulting with vendor.",Issue resolved via escalation to vendor. Verification: monitoring alerts cleared.,0.0,security_event,No,L1,Yes,,0,0,0,,,169,9.8,Yes,Yes,P4,988,109.2
TKT-01181,2025-04-28 00:00,2025-05-03 00:00,Training,GPU_Programming,P4,187,Medical Research,user095,hpc-gpu-068,Other,GPU Programming,Training incident reported via phone. Automated monitoring confirmed gpu programming on hpc-gpu-043. Impact assessment: cluster-wide performance degradation. Initial diagnosis indicates hardware wear. Prometheus alert: network_errors.,Issue resolved via job resubmission. Verification: user confirmed resolution.,0.0,firmware_incompatibility,No,L1,No,,0,0,0,Vendor review,,528,38.8,No,Yes,P4,1314,93.2
TKT-01191,2025-10-30 00:00,2025-11-02 00:00,Performance,Memory_Pressure,P2,662,Mathematics,user012,hpc-gpu-055,Scheduler,Memory Pressure,"User user044 from Earth Sciences submitted P2 incident for memory pressure. Affected system: hpc-gpu-080, component: Scheduler. Job ID 1638637 produced incorrect results after 37 hours of execution. Error log analysis shows filesystem I/O error. Preliminary investigation: reviewing system logs.",Issue resolved via firmware update. Verification: monitoring alerts cleared.,20.1,firmware_incompatibility,No,L2,Yes,,0,0,0,Vendor review,,100,4.5,Yes,Yes,P4,951,95.3
